16,16
-71.8416239754,-15.8208084541607,7068.50641898504,0
-71.8411319342689,-15.8197592779429,6988.36140134745,0
-71.8407178372407,-15.8188762902195,6920.91139742958,3.59431604442144e-05
-71.8403152116775,-15.8180177535016,6855.32927205199,2.63776612184171e-05
-71.8399205980279,-15.8171762915375,6791.05155859229,2.8575769336942e-05
-71.8395309822816,-15.8163454778071,6727.58734217062,3.02244153894282e-05
-71.8390879332272,-15.8154007122504,6655.41868993122,3.12957299946591e-05
-71.8386989475628,-15.8145712227311,6592.05583563023,3.18392154101805e-05
-71.8383057441557,-15.8137327299185,6528.00533874032,3.20073411877766e-05
-71.8379051198812,-15.8128784028477,6462.7454023052,3.1784581028821e-05
-71.8374939062803,-15.8120014841645,6395.75985570078,3.08216906596055e-05
-71.8370061612263,-15.8109613479869,6316.3066884662,2.87693608428293e-05
-71.8365591380387,-15.8100080403499,6243.48625107973,2.58569130602986e-05
-71.8360882232347,-15.809003769274,6166.77300165959,2.16659817758005e-05
-71.8355874584581,-15.8079358257126,6085.19615880926,1.78235152018997e-05
-71.8350499317378,-15.8067894660173,5997.6295339991,1.51702721537618e-05
-71.8414340499815,-15.820403479099,7298.00262258794,3.06143918356838e-05
-71.8408977937702,-15.8192600165386,7198.08746654457,3.50079445654378e-05
-71.8404505734488,-15.8183063926177,7114.76047264585,3.83110833937425e-05
-71.8400192777709,-15.8173867140489,7034.39973938719,4.1309023264108e-05
-71.8395999064504,-15.8164924518552,6956.25999868972,4.35071313826328e-05
-71.8391890543032,-15.8156163456369,6879.70683454996,4.51557774351191e-05
-71.8387256825692,-15.8146282338816,6793.3669031002,4.622709204035e-05
-71.8383221706625,-15.8137677590673,6718.1798516999,4.67705774558713e-05
-71.837917397482,-15.8129045848456,6642.75705029166,4.69387032334675e-05
-71.8375081680058,-15.8120318976602,6566.5031436557,4.67159430745119e-05
-71.8370914239412,-15.8111431752226,6488.84823081528,4.57530527052964e-05
-71.8366014019041,-15.8100981714561,6397.53790966799,4.37007228885202e-05
-71.8361563206696,-15.8091489944186,6314.60088782844,4.07882751059895e-05
-71.8356915633797,-15.8081578437225,6227.99645460061,3.65973438214914e-05
-71.8352019123836,-15.8071135902367,6136.75219543244,3.27548772475906e-05
-71.8346814776995,-15.8060036702456,6039.7703544071,3.01016341994527e-05
-71.8412347187854,-15.8199784459199,7538.86541937979,3.29300840567779e-05
-71.8406545323181,-15.8187413029095,7415.98467408837,3.73236367865319e-05
-71.8401752318061,-15.8177192658116,7314.46979951373,4.06267756148365e-05
-71.8397168703402,-15.8167418652588,7217.38867496055,4.3624715485202e-05
-71.8392747822846,-15.8157991538823,7123.75324823973,4.58228236037269e-05
-71.8388450766076,-15.8148828355619,7032.73948582007,4.74714696562131e-05
-71.8383644319687,-15.813857880259,6930.93548527073,4.85427842614441e-05
-71.8379492831898,-15.8129725811119,6843.00303082124,4.90862696769654e-05
-71.8375359833512,-15.8120912145637,6755.46132542944,4.92543954545615e-05
-71.8371213007529,-15.8112068889962,6667.625859063,4.90316352956059e-05
-71.8367022390721,-15.8103132144285,6578.8619511135,4.80687449263904e-05
-71.8362136178669,-15.8092711866737,6475.36310108802,4.60164151096142e-05
-71.8357736256241,-15.8083328522461,6382.16370615073,4.31039673270836e-05
-71.8353180102714,-15.8073611875251,6285.65397422911,3.89130360425855e-05
-71.8348421674767,-15.8063463716469,6184.85847729699,3.50705694686846e-05
-71.834341044368,-15.8052776265519,6078.70672339889,3.24173264205467e-05
-71.8409920967555,-15.8194611006463,7832.04046273315,3.52410339356136e-05
-71.8403618033641,-15.8181171035608,7678.19322891926,3.96345866653676e-05
-71.8398470091248,-15.8170193718015,7552.53625052724,4.29377254936723e-05
-71.8393596176192,-15.8159800581951,7433.56661351399,4.59356653640377e-05
-71.8388940142709,-15.8149871923796,7319.914042545,4.81337734825626e-05
-71.8384456125291,-15.8140309954992,7210.45913330931,4.97824195350489e-05
-71.8379488461902,-15.8129716492106,7089.19703980125,5.08537341402798e-05
-71.8375237878745,-15.8120652074175,6985.43792847668,5.13972195558011e-05
-71.8371042691991,-15.8111705683749,6883.0300320372,5.15653453333972e-05
-71.8366869565846,-15.8102806233944,6781.15962558043,5.13425851744416e-05
-71.8362688630068,-15.8093890025161,6679.09755036252,5.03796948052261e-05
-71.8357859108256,-15.8083590520185,6561.20136731081,4.832736498845e-05
-71.8353551484774,-15.8074403905109,6456.04438134527,4.54149172059193e-05
-71.834913152487,-15.8064977601417,6348.14392287855,4.12239859214212e-05
-71.8344558843425,-15.8055225470555,6236.5140031315,3.73815193475203e-05
-71.8339790590332,-15.8045056112024,6120.10840919119,3.47282762993825e-05
-71.8407635886884,-15.8189738474892,8108.16230988573,3.62865579945904e-05
-71.8400894229443,-15.8175362897178,7922.17648323654,4.06801107243444e-05
-71.8395446103094,-15.816374538266,7771.87380440137,4.39832495526491e-05
-71.839033544083,-15.8152847310782,7630.87927586266,4.69811894230146e-05
-71.8385495776152,-15.8142526975178,7497.35951100992,4.91792975415394e-05
-71.8380873695891,-15.8132670496321,7369.84115001622,5.08279435940257e-05
-71.8375796942461,-15.8121844290214,7229.77719455304,5.18992581992566e-05
-71.8371489169028,-15.8112657817496,7110.92749691176,5.24427436147779e-05
-71.8367269834369,-15.810365983586,6994.51659252298,5.26108693923741e-05
-71.8363104159911,-15.809477618333,6879.58500497179,5.23881092334185e-05
-71.8358961814929,-15.8085942179967,6765.29593713057,5.14252188642029e-05
-71.8354215194583,-15.8075819367188,6634.3332512552,4.93728890474268e-05
-71.8350015768349,-15.8066863407865,6518.4667976077,4.64604412648961e-05
-71.8345739998167,-15.8057744524313,6400.49273208013,4.2269509980398e-05
-71.8341351434646,-15.8048384974082,6279.40528765886,3.84270434064972e-05
-71.8336812570502,-15.8038704754492,6154.16946340211,3.57738003583593e-05
-71.8405164782207,-15.8184469244769,8406.76441569345,3.58834589026337e-05
-71.8397984266235,-15.8169157751175,8182.83659824677,4.02770116323877e-05
-71.8392247001973,-15.8156923577839,8003.91448798244,4.35801504606924e-05
-71.838691749732,-15.8145558736863,7837.7065365648,4.65780903310579e-05
-71.8381916683308,-15.8134894653941,7681.74731414691,4.87761984495827e-05
-71.8377181996686,-15.8124797941667,7534.08601212274,5.0424844502069e-05
-71.8372027441916,-15.8113805708725,7373.32831038435,5.14961591072999e-05
-71.8367690844296,-15.8104557669305,7238.07910433667,5.20396445228212e-05
-71.8363475971366,-15.8095569106873,7106.62487648575,5.22077703004174e-05
-71.8359346080052,-15.8086761671655,6977.81977574761,5.19850101414618e-05
-71.8355269886752,-15.8078068653176,6850.68817836985,5.10221197722463e-05
-71.8350636109288,-15.8068186392432,6706.16468075094,4.89697899554701e-05
-71.8346569115097,-15.8059512780543,6579.3173319409,4.60573421729394e-05
-71.834245925991,-15.8050747659238,6451.13190922015,4.18664108884413e-05
